ShortenedID	Majority protein IDs	proteinGroups.nucl.LFQ.intensity.24hrsNI.Rep1	proteinGroups.nucl.LFQ.intensity.24hrsNI.Rep2	proteinGroups.nucl.LFQ.intensity.24hrsNI.Rep3	proteinGroups.nucl.LFQ.intensity.24hrsI.Rep1	proteinGroups.nucl.LFQ.intensity.24hrsI.Rep2	proteinGroups.nucl.LFQ.intensity.24hrsI.Rep3
Solyc08g075750.2.1	"Solyc08g075750.2.1 genomic_reference:SL2.40ch08 gene_region:57034106-57040896 transcript_region:SL2.40ch08:57034106..57040896+ go_terms:GO:0006508 functional_description:""ATP-dependent Clp protease proteolytic subunit (AHRD V1 ***- A9PA38_POPTR); contains Interpro domain(s)  IPR001907  Peptidase S14, ClpP """	0	0	0	6974900	14762000	2626400
Solyc08g078040.2.1	"Solyc08g078040.2.1 genomic_reference:SL2.40ch08 gene_region:59074800-59077939 transcript_region:SL2.40ch08:59074800..59077939+ go_terms:GO:0008152,GO:0016491 functional_description:""Monooxygenase FAD-binding (AHRD V1 ***- D8MSJ3_9ENTR); contains Interpro domain(s)  IPR003042  Aromatic-ring hydroxylase-like """	0	0	0	1844300	3877100	2984700
Solyc08g079520.2.1	"Solyc08g079520.2.1 genomic_reference:SL2.40ch08 gene_region:60189768-60206202 transcript_region:SL2.40ch08:60189768..60206202+ go_terms:GO:0017075 functional_description:""Sec1-4 syntaxin-binding protein (AHRD V1 **-* Q3SEP7_PARTE); contains Interpro domain(s)  IPR001619  Sec1-like protein """	0	0	0	6937500	8321300	8231500
Solyc08g079880.1.1	"Solyc08g079880.1.1 evidence_code:10F0H1E1IEG genomic_reference:SL2.40ch08 gene_region:60480759-60483023 transcript_region:SL2.40ch08:60480759..60483023+ go_terms:GO:0004252 functional_description:""Subtilisin-like protease (AHRD V1 **-- Q9LWA3_SOLLC); contains Interpro domain(s)  IPR015500  Peptidase S8, subtilisin-related  IPR000209  Peptidase S8 and S53, subtilisin, kexin, sedolisin """	0	0	0	6869000	9244000	6733800
Solyc08g080050.2.1	"Solyc08g080050.2.1 genomic_reference:SL2.40ch08 gene_region:60555455-60559957 transcript_region:SL2.40ch08:60555455..60559957+ functional_description:""PGR5-like protein 1A, chloroplastic (AHRD V1 ***- PGL1A_ARATH)"""	0	0	0	2328300	10799000	2129500
Solyc08g080630.2.1	"Solyc08g080630.2.1 genomic_reference:SL2.40ch08 gene_region:61046194-61048176 transcript_region:SL2.40ch08:61046194..61048176- go_terms:GO:0009611 functional_description:""Chymotrypsin inhibitor-2 (AHRD V1 *-*- A8V413_HORSP); contains Interpro domain(s)  IPR000864  Proteinase inhibitor I13, potato inhibitor I """	0	0	0	1228500	2506900	1427100
Solyc08g082400.1.1	"Solyc08g082400.1.1 evidence_code:10F0H1E1IEG genomic_reference:SL2.40ch08 gene_region:62383099-62383851 transcript_region:SL2.40ch08:62383099..62383851- functional_description:""Genome sequencing data contig C313 (AHRD V1 *-*- A8YHF7_MICAE)"""	0	0	0	2362000	9325700	2789900
Solyc09g007140.2.1	"Solyc09g007140.2.1 genomic_reference:SL2.40ch09 gene_region:769674-771056 transcript_region:SL2.40ch09:769674..771056- functional_description:""17.8 kDa class I heat shock protein (AHRD V1 *--- HS178_ARATH); contains Interpro domain(s)  IPR008978  HSP20-like chaperone """	0	0	0	2086400	2035600	2761400
Solyc09g007230.2.1	"Solyc09g007230.2.1 genomic_reference:SL2.40ch09 gene_region:832874-838682 transcript_region:SL2.40ch09:832874..838682+ go_terms:GO:0008270 functional_description:""Zinc finger CCCH domain-containing protein 15 (AHRD V1 *-*- B9ELB3_SALSA); contains Interpro domain(s)  IPR000571  Zinc finger, CCCH-type """	0	0	0	2573200	3609300	3032700
Solyc09g010520.2.1	"Solyc09g010520.2.1 genomic_reference:SL2.40ch09 gene_region:3897831-3901988 transcript_region:SL2.40ch09:3897831..3901988+ go_terms:GO:0003677 functional_description:""ADP-ribosylation factor GTPase activating protein 1 (AHRD V1 *-*- Q0V8A7_BOVIN); contains Interpro domain(s)  IPR001164  Arf GTPase activating protein """	0	0	0	2243800	3393600	1411000
Solyc09g014990.2.1	"Solyc09g014990.2.1 genomic_reference:SL2.40ch09 gene_region:7395473-7398361 transcript_region:SL2.40ch09:7395473..7398361+ go_terms:GO:0005515,GO:0003700 functional_description:""WRKY-like transcription factor (AHRD V1 **** Q06B53_SOLPE); contains Interpro domain(s)  IPR003657  DNA-binding WRKY """	0	0	0	3978200	1161400	1361100
Solyc09g064850.2.1	"Solyc09g064850.2.1 genomic_reference:SL2.40ch09 gene_region:57914680-57927124 transcript_region:SL2.40ch09:57914680..57927124+ go_terms:GO:0055114 functional_description:""Glutathione peroxidase (AHRD V1 ***- B9T4A6_RICCO); contains Interpro domain(s)  IPR000889  Glutathione peroxidase """	0	0	0	911450	1753900	2487600
Solyc10g047650.1.1	"Solyc10g047650.1.1 evidence_code:10F1H0E1IEG genomic_reference:SL2.40ch10 gene_region:37017583-37019644 transcript_region:SL2.40ch10:37017583..37019644+ go_terms:GO:0005515 functional_description:""p8MTCP1 (AHRD V1 ***- B6TKB9_MAIZE); contains Interpro domain(s)  IPR010625  CHCH """	0	0	0	2166400	2768600	1473600
Solyc10g079470.2.1	"Solyc10g079470.2.1 genomic_reference:SL2.40ch10 gene_region:60341212-60348821 transcript_region:SL2.40ch10:60341212..60348821- go_terms:GO:0016633,GO:0080049 functional_description:""L-galactono-1,4-lactone dehydrogenase"""	0	0	0	2244200	13159000	2793300
Solyc10g080660.1.1	"Solyc10g080660.1.1 evidence_code:10F1H1E1IEG genomic_reference:SL2.40ch10 gene_region:61208446-61211985 transcript_region:SL2.40ch10:61208446..61211985- go_terms:GO:0005737 functional_description:""Eukaryotic translation initiation factor 4E (AHRD V1 ***- A6XJR1_PIG); contains Interpro domain(s)  IPR001040  Eukaryotic translation initiation factor 4E (eIF-4E) """	0	0	0	853730	800720	428810
Solyc10g081120.1.1	"Solyc10g081120.1.1 evidence_code:10F1H1E1IEG genomic_reference:SL2.40ch10 gene_region:61584069-61591793 transcript_region:SL2.40ch10:61584069..61591793- go_terms:GO:0009044,GO:0046556 functional_description:""Alpha-L-arabinofuranosidase (AHRD V1 **** Q76LU4_SOLLC); contains Interpro domain(s)  IPR017853  Glycoside hydrolase, catalytic core """	0	0	0	2403800	4166100	2980900
Solyc10g081240.1.1	"Solyc10g081240.1.1 evidence_code:10F0H1E1IEG genomic_reference:SL2.40ch10 gene_region:61667783-61677144 transcript_region:SL2.40ch10:61667783..61677144+ go_terms:GO:0005515,GO:0006457,GO:0005739 functional_description:""Protein grpE (AHRD V1 *-*- B0CAY8_ACAM1); contains Interpro domain(s)  IPR000740  GrpE nucleotide exchange factor """	0	0	0	6114100	4685100	3356100
Solyc10g083930.1.1	"Solyc10g083930.1.1 evidence_code:10F1H1E1IEG genomic_reference:SL2.40ch10 gene_region:62957621-62961163 transcript_region:SL2.40ch10:62957621..62961163- go_terms:GO:0006457 functional_description:""Peptidyl-prolyl cis-trans isomerase (AHRD V1 ***- D6PDH0_9BACT); contains Interpro domain(s)  IPR002130  Peptidyl-prolyl cis-trans isomerase, cyclophilin-type "";Solyc09g008410.2.1 genomic_reference:SL2.40ch09 gene_region:1861145-1869636 transcript_region:SL2.40ch09:1861145..1869636- go_terms:GO:0051082 functional_description:""Peptidyl-prolyl cis-trans isomerase (AHRD V1 ***- D8SL30_SELML); contains Interpro domain(s)  IPR002130  Peptidyl-prolyl cis-trans isomerase, cyclophilin-type """	0	0	0	2208700	2336900	1386900
Solyc10g085590.1.1	"Solyc10g085590.1.1 evidence_code:10F0H1E1IEG genomic_reference:SL2.40ch10 gene_region:64036326-64037537 transcript_region:SL2.40ch10:64036326..64037537+ go_terms:GO:0030374,GO:0043130 functional_description:""Tumor susceptibility protein 101 (Fragment) (AHRD V1 *-*- Q09H81_MACMU); contains Interpro domain(s)  IPR008883  Tumour susceptibility gene 101 """	0	0	0	4057300	7943800	2580900
Solyc10g086190.1.1	"Solyc10g086190.1.1 evidence_code:10F1H1E1IEG genomic_reference:SL2.40ch10 gene_region:64429085-64433301 transcript_region:SL2.40ch10:64429085..64433301+ go_terms:GO:0006166 functional_description:""Adenosine kinase (AHRD V1 ***- D2D2Z6_GOSHI); contains Interpro domain(s)  IPR001805  Adenosine kinase """	0	0	0	2635400	10540000	2140200
Solyc11g006020.1.1	"Solyc11g006020.1.1 evidence_code:10F1H1E1IEG genomic_reference:SL2.40ch11 gene_region:823065-824447 transcript_region:SL2.40ch11:823065..824447- functional_description:""NAD(P)H-quinone oxidoreductase subunit O (AHRD V1 *-*- NDHO_GLOVI)"""	0	0	0	707800	5052700	360230
Solyc11g008870.1.1	"Solyc11g008870.1.1 evidence_code:10F0H1E1IEG genomic_reference:SL2.40ch11 gene_region:3044787-3049095 transcript_region:SL2.40ch11:3044787..3049095- go_terms:GO:0055114 functional_description:""Methylenetetrahydrofolate reductase (AHRD V1 ***- A5ATB7_VITVI); contains Interpro domain(s)  IPR004621  Eukaryotic-type methylenetetrahydrofolate reductase """	0	0	0	2227300	5649100	2784400
Solyc11g011220.1.1	"Solyc11g011220.1.1 evidence_code:10F1H1E1IEG genomic_reference:SL2.40ch11 gene_region:4270031-4275016 transcript_region:SL2.40ch11:4270031..4275016- functional_description:""Unknown Protein (AHRD V1)"""	0	0	0	10285000	7755100	7885600
Solyc11g069150.1.1	"Solyc11g069150.1.1 evidence_code:10F1H1E1IEG genomic_reference:SL2.40ch11 gene_region:50834495-50838333 transcript_region:SL2.40ch11:50834495..50838333- go_terms:GO:0005839 functional_description:""Proteasome subunit beta type (AHRD V1 ***- B9IKM7_POPTR); contains Interpro domain(s)  IPR016295  Proteasome endopeptidase complex, beta subunit """	0	0	0	1365800	4086100	2711900
Solyc11g071910.1.1	"Solyc11g071910.1.1 evidence_code:10F0H1E1IEG genomic_reference:SL2.40ch11 gene_region:52312893-52321825 transcript_region:SL2.40ch11:52312893..52321825+ go_terms:GO:0005515,GO:0005525 functional_description:""GTP-binding family protein (AHRD V1 **** D7KI21_ARALY); contains Interpro domain(s)  IPR006073  GTP1/OBG """	0	0	0	46104000	66802000	22998000
Solyc12g008840.1.1	"Solyc12g008840.1.1 evidence_code:10F1H1E1IEG genomic_reference:SL2.40ch12 gene_region:2183773-2190243 transcript_region:SL2.40ch12:2183773..2190243+ go_terms:GO:0005975 functional_description:""Beta-galactosidase (AHRD V1 ***- O81100_SOLLC); contains Interpro domain(s)  IPR001944  Glycoside hydrolase, family 35 """	0	0	0	6569600	8745800	3124900
Solyc12g009600.1.1	"Solyc12g009600.1.1 evidence_code:10F0H1E1IEG genomic_reference:SL2.40ch12 gene_region:2860613-2862594 transcript_region:SL2.40ch12:2860613..2862594- functional_description:""Thylakoid lumenal protein (AHRD V1 ***- B6SU36_MAIZE)"""	0	0	0	4544600	14477000	5935500
Solyc12g010380.1.1	"Solyc12g010380.1.1 evidence_code:10F0H1E1IEG genomic_reference:SL2.40ch12 gene_region:3429721-3438938 transcript_region:SL2.40ch12:3429721..3438938- go_terms:GO:0004017,GO:0006139 functional_description:""Adenylate kinase-like protein (AHRD V1 ***- Q8VYL1_ARATH); contains Interpro domain(s)  IPR018962  Domain of unknown function DUF1995 """	0	0	0	7889800	19914000	3224100
Solyc12g045030.1.1	"Solyc12g045030.1.1 evidence_code:10F1H1E1IEG genomic_reference:SL2.40ch12 gene_region:45864766-45865774 transcript_region:SL2.40ch12:45864766..45865774+ go_terms:GO:0008152,GO:0055114 functional_description:""Short-chain dehydrogenase/reductase family protein (AHRD V1 **-- D7LV30_ARALY); contains Interpro domain(s)  IPR002347  Glucose/ribitol dehydrogenase """	0	0	0	2753200	16488000	2649000
Solyc12g095960.1.1	"Solyc12g095960.1.1 evidence_code:10F0H1E1IEG genomic_reference:SL2.40ch12 gene_region:63401514-63405993 transcript_region:SL2.40ch12:63401514..63405993- go_terms:GO:0051010 functional_description:""Insulin-like growth factor 2 mRNA-binding protein 2 (AHRD V1 *-** IF2B2_PONAB); contains Interpro domain(s)  IPR018111  K Homology, type 1, subgroup """	0	0	0	6298500	5296200	12602000
Solyc12g096700.1.1	"Solyc12g096700.1.1 evidence_code:10F1H1E1IEG genomic_reference:SL2.40ch12 gene_region:63855944-63857858 transcript_region:SL2.40ch12:63855944..63857858- go_terms:GO:0005840 functional_description:""Ribosomal L9-like protein (AHRD V1 ***- B3TLR1_ELAGV); contains Interpro domain(s)  IPR002359  Ribosomal protein L6, conserved site-2 """	0	0	0	1693300	1940500	1495500
Solyc12g098150.1.1	"Solyc12g098150.1.1 evidence_code:10F1H1E1IEG genomic_reference:SL2.40ch12 gene_region:64110249-64114488 transcript_region:SL2.40ch12:64110249..64114488+ go_terms:GO:0055085,GO:0055114 functional_description:""Voltage-gated potassium channel beta subunit (AHRD V1 **-- B6T7A1_MAIZE); contains Interpro domain(s)  IPR005399  Potassium channel, voltage-dependent, beta subunit, KCNAB-related """	0	0	0	568630	3062300	683760
Solyc12g098740.1.1	"Solyc12g098740.1.1 evidence_code:10F0H1E1IEG genomic_reference:SL2.40ch12 gene_region:64488255-64496191 transcript_region:SL2.40ch12:64488255..64496191+ functional_description:""Epsin-1 (AHRD V1 *-*- C0HAA4_SALSA); contains Interpro domain(s)  IPR001026  Epsin, N-terminal """	0	0	0	3399800	4334000	2008700
Solyc12g099730.1.1	"Solyc12g099730.1.1 evidence_code:10F0H1E0IEG genomic_reference:SL2.40ch12 gene_region:65090461-65092836 transcript_region:SL2.40ch12:65090461..65092836- functional_description:""Glycosyltransferase-like protein (AHRD V1 **-- D8RRC1_SELML); contains Interpro domain(s)  IPR006740  Protein of unknown function DUF604 """	0	0	0	8533100	10509000	3592400
Solyc12g100270.1.1	"Solyc12g100270.1.1 evidence_code:10F1H1E1IEG genomic_reference:SL2.40ch12 gene_region:65384049-65386792 transcript_region:SL2.40ch12:65384049..65386792+ go_terms:GO:0006508,GO:0005783 functional_description:""CER1 (AHRD V1 **-- B6TFH3_MAIZE); contains Interpro domain(s)  IPR006694  Fatty acid hydroxylase """	0	0	0	3362900	4732000	5464900
